model	objective	gene	status	value
./model.xml	obj	G_lcl_CP068157_1_prot_QQU78982_1_1840	optimal	34.56549897643905
./model.xml	obj	G_lcl_CP068157_1_prot_QQU78985_1_1843	optimal	34.5654989764392
./model.xml	obj	G_lcl_CP068157_1_prot_QQU78988_1_1846	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU78990_1_1848	optimal	0.0
./model.xml	obj	G_lcl_CP068157_1_prot_QQU78991_1_1849	optimal	34.56549897643904
./model.xml	obj	G_lcl_CP068157_1_prot_QQU78992_1_1850	optimal	3.7494412197410644e-14
./model.xml	obj	G_lcl_CP068157_1_prot_QQU78993_1_1851	optimal	0.0
./model.xml	obj	G_lcl_CP068157_1_prot_QQU78997_1_1855	optimal	34.56549897643905
./model.xml	obj	G_lcl_CP068157_1_prot_QQU78998_1_1856	optimal	34.565498976439066
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79000_1_1858	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79007_1_1867	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79011_1_1872	optimal	-1.78501148669562e-14
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79012_1_1873	optimal	-1.78501148669562e-14
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79014_1_1876	optimal	34.56549897643905
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79017_1_1880	optimal	34.5654989764391
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79018_1_1881	optimal	34.565498976439024
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79020_1_1883	optimal	34.5654989764392
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79021_1_1885	optimal	34.56549897643902
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79023_1_1887	optimal	34.429155690113845
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79025_1_1889	optimal	34.56549897643905
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79026_1_1890	optimal	34.5654989764392
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79030_1_1895	optimal	34.56549897643905
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79031_1_1896	optimal	-1.44119172641114e-12
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79032_1_1897	optimal	34.56549897643905
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79037_1_1903	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79039_1_1905	optimal	34.56549897643896
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79040_1_1906	optimal	34.56549897643896
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79042_1_1908	optimal	34.565498976439095
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79043_1_1909	optimal	34.56549897643905
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79046_1_1912	optimal	34.56549897643903
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79050_1_1916	optimal	34.565498976439024
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79051_1_1917	optimal	34.56549897643909
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79052_1_1918	optimal	34.56549897643909
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79053_1_1919	optimal	34.56549897643909
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79054_1_1920	optimal	34.56549897643909
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79057_1_1923	optimal	34.56549897643909
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79061_1_1927	optimal	34.565498976438874
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79062_1_1928	optimal	34.56549897643907
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79064_1_1930	optimal	-5.967448757360185e-14
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79066_1_1932	optimal	34.56549897643903
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79069_1_1935	optimal	34.5654989764391
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79070_1_1936	optimal	34.56549897643909
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79074_1_1940	optimal	34.56549897643931
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79077_1_1944	optimal	34.56549897643889
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79078_1_1945	optimal	34.56549897643889
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79079_1_1947	optimal	34.56549897643889
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79080_1_1948	optimal	34.56549897643907
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79084_1_1958	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79086_1_1960	optimal	34.56549897643906
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79087_1_1961	optimal	34.56549897643906
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79091_1_1965	optimal	34.56549897643906
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79093_1_1967	optimal	34.56549897643906
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79096_1_1970	optimal	34.565498976439116
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79097_1_1971	optimal	34.565498976439116
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79098_1_1972	optimal	34.565498976439116
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79099_1_1973	optimal	34.565498976439116
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79102_1_1977	optimal	34.565498976439066
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79103_1_1978	optimal	34.56549897643907
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79104_1_1979	optimal	34.542319810178746
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79107_1_1982	optimal	34.565498976439024
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79109_1_1984	optimal	34.56549897643903
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79110_1_1985	optimal	34.565498976439095
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79132_1_2009	optimal	34.5654989764391
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79139_1_2016	optimal	34.5654989764391
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79142_1_2019	optimal	34.565498976439066
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79145_1_2023	optimal	34.56549897643906
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79155_1_2038	optimal	34.565498976439066
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79156_1_2039	optimal	34.56549897643909
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79161_1_2045	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79164_1_2048	optimal	34.02367467104681
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79165_1_2049	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79169_1_2055	optimal	34.56549897643889
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79170_1_2056	optimal	34.56549897643889
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79171_1_2057	optimal	34.56549897643889
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79175_1_2061	optimal	34.56549897643906
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79176_1_2062	optimal	34.56549897643903
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79180_1_2066	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79181_1_2067	optimal	34.56549897643905
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79182_1_2068	optimal	34.565498976439024
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79188_1_2076	optimal	1.0346743154441278e-12
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79198_1_2086	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79199_1_2087	optimal	34.56549897643905
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79200_1_2088	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79203_1_2091	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79204_1_2092	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79205_1_2093	optimal	34.56549897643907
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79206_1_2094	optimal	1.9302863978764084e-13
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79208_1_2096	optimal	34.56549897643909
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79214_1_2102	optimal	34.565498976439024
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79215_1_2103	optimal	34.565498976439066
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79222_1_2110	optimal	34.56549897643923
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79229_1_2119	optimal	34.56549897651472
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79230_1_2120	optimal	34.53995872296105
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79231_1_2121	optimal	34.53995872296105
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79234_1_2126	optimal	34.56549897643907
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79235_1_2127	optimal	34.56549897643905
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79236_1_2129	optimal	34.565498976439066
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79240_1_2133	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79246_1_2139	optimal	34.565498976439066
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79254_1_2147	optimal	34.56549897643908
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79256_1_2149	optimal	34.56549897643926
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79258_1_2151	optimal	0.0
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79265_1_2159	optimal	34.56549897643906
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79276_1_2174	optimal	34.56549897643901
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79277_1_2175	optimal	34.56549897643899
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79279_1_2177	optimal	34.565498976439066
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79280_1_2178	optimal	34.56549897643909
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79288_1_2187	optimal	34.565498976439045
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79292_1_2191	optimal	34.56549897643904
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79301_1_2200	optimal	34.56549897643905
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79308_1_2207	optimal	34.565498976439024
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79311_1_2210	optimal	34.565498976439045
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79312_1_2211	optimal	0.0
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79314_1_2213	optimal	34.56549897643905
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79318_1_2218	optimal	34.56549897643907
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79319_1_2219	optimal	34.48320470639593
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79320_1_2220	optimal	34.56549897643907
./model.xml	obj	G_lcl_CP068157_1_prot_QQU79322_1_2222	optimal	34.56549897643927
